fecha,anio,mes,mes_nombre,trimestre,region,precio_usd,ventas_unidades,ingresos_usd,evento
2020-08-01,2020,8,August,3,Chile,7.07,769,5436.83,
2020-09-01,2020,9,September,3,Colombia,6.82,3653,24913.46,
2020-09-01,2020,9,September,3,Brasil,6.82,1213,8272.66,
2020-09-01,2020,9,September,3,Perú,6.82,1908,13012.56,
2020-09-01,2020,9,September,3,Ecuador,6.82,306,2086.92,
2020-09-01,2020,9,September,3,Chile,6.82,246,1677.72,
2020-10-01,2020,10,October,4,Colombia,6.68,4761,31803.48,
2020-10-01,2020,10,October,4,Brasil,6.68,1092,7294.56,
2020-10-01,2020,10,October,4,Perú,6.68,570,3807.6,
2020-10-01,2020,10,October,4,Ecuador,6.68,632,4221.76,
2020-10-01,2020,10,October,4,Chile,6.68,38,253.84,
2020-11-01,2020,11,November,4,Colombia,6.98,4706,32847.88,
2020-11-01,2020,11,November,4,Brasil,6.98,1072,7482.56,
2020-11-01,2020,11,November,4,Perú,6.98,529,3692.42,
2020-11-01,2020,11,November,4,Ecuador,6.98,773,5395.54,
2020-11-01,2020,11,November,4,Chile,6.98,925,6456.5,
2020-12-01,2020,12,December,4,Colombia,6.7,4777,32005.9,
2020-12-01,2020,12,December,4,Brasil,6.7,498,3336.6,
2020-12-01,2020,12,December,4,Perú,6.7,298,1996.6,
2020-12-01,2020,12,December,4,Ecuador,6.7,1673,11209.1,
2020-12-01,2020,12,December,4,Chile,6.7,1105,7403.5,
2021-01-01,2021,1,January,1,Colombia,5.7,6336,36115.2,Recuperación post COVID
2021-01-01,2021,1,January,1,Brasil,5.7,7469,42573.3,
2021-01-01,2021,1,January,1,Perú,5.7,1295,7381.5,
2021-01-01,2021,1,January,1,Ecuador,5.7,1555,8863.5,
2021-01-01,2021,1,January,1,Chile,5.7,1606,9154.2,
2021-02-01,2021,2,February,1,Colombia,5.39,3955,21317.45,
2021-02-01,2021,2,February,1,Brasil,5.39,3964,21365.96,
2021-02-01,2021,2,February,1,Perú,5.39,5172,27877.08,
2021-02-01,2021,2,February,1,Ecuador,5.39,1826,9842.14,
2021-02-01,2021,2,February,1,Chile,5.39,2141,11539.99,
2021-03-01,2021,3,March,1,Colombia,5.5,8648,47564.0,
2021-03-01,2021,3,March,1,Brasil,5.5,2027,11148.5,
2021-03-01,2021,3,March,1,Perú,5.5,3277,18023.5,
2021-03-01,2021,3,March,1,Ecuador,5.5,2734,15037.0,
2021-03-01,2021,3,March,1,Chile,5.5,747,4108.5,
2021-04-01,2021,4,April,2,Colombia,5.75,7139,41049.25,
2021-04-01,2021,4,April,2,Brasil,5.75,5365,30848.75,
2021-04-01,2021,4,April,2,Perú,5.75,1595,9171.25,
2021-04-01,2021,4,April,2,Ecuador,5.75,15,86.25,
2021-04-01,2021,4,April,2,Chile,5.75,2409,13851.75,
2021-05-01,2021,5,May,2,Colombia,5.85,4931,28846.35,
2021-05-01,2021,5,May,2,Brasil,5.85,3350,19597.5,
2021-05-01,2021,5,May,2,Perú,5.85,6507,38065.95,
2021-05-01,2021,5,May,2,Ecuador,5.85,2307,13495.95,
2021-05-01,2021,5,May,2,Chile,5.85,143,836.55,
2021-06-01,2021,6,June,2,Colombia,5.78,2394,13837.32,
2021-06-01,2021,6,June,2,Brasil,5.78,9135,52800.3,
2021-06-01,2021,6,June,2,Perú,5.78,1554,8982.12,
2021-06-01,2021,6,June,2,Ecuador,5.78,2633,15218.74,
2021-06-01,2021,6,June,2,Chile,5.78,2371,13704.38,
2021-07-01,2021,7,July,3,Colombia,6.25,8890,55562.5,
2021-07-01,2021,7,July,3,Brasil,6.25,2453,15331.25,
2021-07-01,2021,7,July,3,Perú,6.25,2222,13887.5,
2021-07-01,2021,7,July,3,Ecuador,6.25,347,2168.75,
2021-07-01,2021,7,July,3,Chile,6.25,280,1750.0,
2021-08-01,2021,8,August,3,Colombia,6.24,6155,38407.2,
2021-08-01,2021,8,August,3,Brasil,6.24,6127,38232.48,
2021-08-01,2021,8,August,3,Perú,6.24,341,2127.84,
2021-08-01,2021,8,August,3,Ecuador,6.24,1225,7644.0,
2021-08-01,2021,8,August,3,Chile,6.24,217,1354.08,
2021-09-01,2021,9,September,3,Colombia,6.08,7901,48038.08,
2021-09-01,2021,9,September,3,Brasil,6.08,2826,17182.08,
2021-09-01,2021,9,September,3,Perú,6.08,548,3331.84,
2021-09-01,2021,9,September,3,Ecuador,6.08,2097,12749.76,
2021-09-01,2021,9,September,3,Chile,6.08,536,3258.88,
2021-10-01,2021,10,October,4,Colombia,6.22,5871,36517.62,
2021-10-01,2021,10,October,4,Brasil,6.22,3855,23978.1,
2021-10-01,2021,10,October,4,Perú,6.22,815,5069.3,
2021-10-01,2021,10,October,4,Ecuador,6.22,2654,16507.88,
2021-10-01,2021,10,October,4,Chile,6.22,728,4528.16,
2021-11-01,2021,11,November,4,Colombia,6.27,8586,53834.22,
2021-11-01,2021,11,November,4,Brasil,6.27,167,1047.09,
2021-11-01,2021,11,November,4,Perú,6.27,368,2307.36,
2021-11-01,2021,11,November,4,Ecuador,6.27,1309,8207.43,
2021-11-01,2021,11,November,4,Chile,6.27,3574,22408.98,
2021-12-01,2021,12,December,4,Colombia,6.52,9931,64750.12,
2021-12-01,2021,12,December,4,Brasil,6.52,1338,8723.76,
2021-12-01,2021,12,December,4,Perú,6.52,3199,20857.48,
2021-12-01,2021,12,December,4,Ecuador,6.52,592,3859.84,
2021-12-01,2021,12,December,4,Chile,6.52,275,1793.0,
2022-01-01,2022,1,January,1,Colombia,7.58,5260,39870.8,Inflación 2022
2022-01-01,2022,1,January,1,Brasil,7.58,2699,20458.42,
2022-01-01,2022,1,January,1,Perú,7.58,1128,8550.24,
2022-01-01,2022,1,January,1,Ecuador,7.58,914,6928.12,
2022-01-01,2022,1,January,1,Chile,7.58,2396,18161.68,
2022-02-01,2022,2,February,1,Colombia,7.29,7452,54325.08,
2022-02-01,2022,2,February,1,Brasil,7.29,951,6932.79,
2022-02-01,2022,2,February,1,Perú,7.29,127,925.83,
2022-02-01,2022,2,February,1,Ecuador,7.29,3594,26200.26,
2022-02-01,2022,2,February,1,Chile,7.29,263,1917.27,
2022-03-01,2022,3,March,1,Colombia,7.62,5984,45598.08,
2022-03-01,2022,3,March,1,Brasil,7.62,418,3185.16,
2022-03-01,2022,3,March,1,Perú,7.62,2723,20749.26,
2022-03-01,2022,3,March,1,Ecuador,7.62,8,60.96,
2022-03-01,2022,3,March,1,Chile,7.62,2617,19941.54,
2022-04-01,2022,4,April,2,Colombia,7.54,4385,33062.9,
2022-04-01,2022,4,April,2,Brasil,7.54,1587,11965.98,
2022-04-01,2022,4,April,2,Perú,7.54,4030,30386.2,
2022-04-01,2022,4,April,2,Ecuador,7.54,1239,9342.06,
2022-04-01,2022,4,April,2,Chile,7.54,1204,9078.16,
2022-05-01,2022,5,May,2,Colombia,7.51,2797,21005.47,
2022-05-01,2022,5,May,2,Brasil,7.51,3789,28455.39,
2022-05-01,2022,5,May,2,Perú,7.51,234,1757.34,
2022-05-01,2022,5,May,2,Ecuador,7.51,2433,18271.83,
2022-05-01,2022,5,May,2,Chile,7.51,2573,19323.23,
2022-06-01,2022,6,June,2,Colombia,7.73,5897,45583.81,
2022-06-01,2022,6,June,2,Brasil,7.73,4119,31839.87,
2022-06-01,2022,6,June,2,Perú,7.73,766,5921.18,
2022-06-01,2022,6,June,2,Ecuador,7.73,1416,10945.68,
2022-06-01,2022,6,June,2,Chile,7.73,17,131.41,
2022-07-01,2022,7,July,3,Colombia,7.81,6356,49640.36,
2022-07-01,2022,7,July,3,Brasil,7.81,5169,40369.89,
2022-07-01,2022,7,July,3,Perú,7.81,363,2835.03,
2022-07-01,2022,7,July,3,Ecuador,7.81,660,5154.6,
2022-07-01,2022,7,July,3,Chile,7.81,471,3678.51,
2022-08-01,2022,8,August,3,Colombia,7.82,8218,64264.76,
2022-08-01,2022,8,August,3,Brasil,7.82,1550,12121.0,
2022-08-01,2022,8,August,3,Perú,7.82,1732,13544.24,
2022-08-01,2022,8,August,3,Ecuador,7.82,73,570.86,
2022-08-01,2022,8,August,3,Chile,7.82,617,4824.94,
2022-09-01,2022,9,September,3,Colombia,6.4,3440,22016.0,
2022-09-01,2022,9,September,3,Brasil,6.4,2885,18464.0,
2022-09-01,2022,9,September,3,Perú,6.4,5518,35315.2,
2022-09-01,2022,9,September,3,Ecuador,6.4,934,5977.6,
2022-09-01,2022,9,September,3,Chile,6.4,1711,10950.4,
2022-10-01,2022,10,October,4,Colombia,6.5,3754,24401.0,
2022-10-01,2022,10,October,4,Brasil,6.5,7387,48015.5,
2022-10-01,2022,10,October,4,Perú,6.5,467,3035.5,
2022-10-01,2022,10,October,4,Ecuador,6.5,1293,8404.5,
2022-10-01,2022,10,October,4,Chile,6.5,2105,13682.5,
2022-11-01,2022,11,November,4,Colombia,6.61,6594,43586.34,
2022-11-01,2022,11,November,4,Brasil,6.61,4057,26816.77,
2022-11-01,2022,11,November,4,Perú,6.61,1084,7165.24,
2022-11-01,2022,11,November,4,Ecuador,6.61,1838,12149.18,
2022-11-01,2022,11,November,4,Chile,6.61,954,6305.94,
2022-12-01,2022,12,December,4,Colombia,6.73,6617,44532.41,
2022-12-01,2022,12,December,4,Brasil,6.73,7224,48617.52,
2022-12-01,2022,12,December,4,Perú,6.73,1822,12262.06,
2022-12-01,2022,12,December,4,Ecuador,6.73,179,1204.67,
2022-12-01,2022,12,December,4,Chile,6.73,68,457.64,
2023-01-01,2023,1,January,1,Colombia,5.87,9297,54573.39,Nuevo producto 2023
2023-01-01,2023,1,January,1,Brasil,5.87,3561,20903.07,
2023-01-01,2023,1,January,1,Perú,5.87,2602,15273.74,
2023-01-01,2023,1,January,1,Ecuador,5.87,772,4531.64,
2023-01-01,2023,1,January,1,Chile,5.87,3996,23456.52,
2023-02-01,2023,2,February,1,Colombia,5.93,8678,51460.54,
2023-02-01,2023,2,February,1,Brasil,5.93,4871,28885.03,
2023-02-01,2023,2,February,1,Perú,5.93,1747,10359.71,
2023-02-01,2023,2,February,1,Ecuador,5.93,3696,21917.28,
2023-02-01,2023,2,February,1,Chile,5.93,671,3979.03,
2023-03-01,2023,3,March,1,Colombia,5.81,11816,68650.96,
2023-03-01,2023,3,March,1,Brasil,5.81,2423,14077.63,
2023-03-01,2023,3,March,1,Perú,5.81,526,3056.06,
2023-03-01,2023,3,March,1,Ecuador,5.81,2903,16866.43,
2023-03-01,2023,3,March,1,Chile,5.81,1058,6146.98,
2023-04-01,2023,4,April,2,Colombia,5.81,6564,38136.84,
2023-04-01,2023,4,April,2,Brasil,5.81,1083,6292.23,
2023-04-01,2023,4,April,2,Perú,5.81,811,4711.91,
2023-04-01,2023,4,April,2,Ecuador,5.81,2031,11800.11,
2023-04-01,2023,4,April,2,Chile,5.81,8139,47287.59,
2023-05-01,2023,5,May,2,Colombia,6.13,3588,21994.44,
2023-05-01,2023,5,May,2,Brasil,6.13,6825,41837.25,
2023-05-01,2023,5,May,2,Perú,6.13,6140,37638.2,
2023-05-01,2023,5,May,2,Ecuador,6.13,730,4474.9,
2023-05-01,2023,5,May,2,Chile,6.13,2022,12394.86,
2023-06-01,2023,6,June,2,Colombia,6.9,6658,45940.2,
2023-06-01,2023,6,June,2,Brasil,6.9,4200,28980.0,
2023-06-01,2023,6,June,2,Perú,6.9,765,5278.5,
2023-06-01,2023,6,June,2,Ecuador,6.9,3101,21396.9,
2023-06-01,2023,6,June,2,Chile,6.9,390,2691.0,
2023-07-01,2023,7,July,3,Colombia,6.7,6667,44668.9,
2023-07-01,2023,7,July,3,Brasil,6.7,2564,17178.8,
2023-07-01,2023,7,July,3,Perú,6.7,3017,20213.9,
2023-07-01,2023,7,July,3,Ecuador,6.7,3292,22056.4,
2023-07-01,2023,7,July,3,Chile,6.7,105,703.5,
2023-08-01,2023,8,August,3,Colombia,6.88,6917,47588.96,
2023-08-01,2023,8,August,3,Brasil,6.88,4208,28951.04,
2023-08-01,2023,8,August,3,Perú,6.88,462,3178.56,
2023-08-01,2023,8,August,3,Ecuador,6.88,1896,13044.48,
2023-08-01,2023,8,August,3,Chile,6.88,1936,13319.68,
2023-09-01,2023,9,September,3,Colombia,6.8,2858,19434.4,
2023-09-01,2023,9,September,3,Brasil,6.8,6428,43710.4,
2023-09-01,2023,9,September,3,Perú,6.8,2269,15429.2,
2023-09-01,2023,9,September,3,Ecuador,6.8,1974,13423.2,
2023-09-01,2023,9,September,3,Chile,6.8,1227,8343.6,
2023-10-01,2023,10,October,4,Colombia,6.67,4357,29061.19,
2023-10-01,2023,10,October,4,Brasil,6.67,3291,21950.97,
2023-10-01,2023,10,October,4,Perú,6.67,2547,16988.49,
2023-10-01,2023,10,October,4,Ecuador,6.67,3116,20783.72,
2023-10-01,2023,10,October,4,Chile,6.67,1912,12753.04,
2023-11-01,2023,11,November,4,Colombia,6.84,6389,43700.76,
2023-11-01,2023,11,November,4,Brasil,6.84,2461,16833.24,
2023-11-01,2023,11,November,4,Perú,6.84,3573,24439.32,
2023-11-01,2023,11,November,4,Ecuador,6.84,2757,18857.88,
2023-11-01,2023,11,November,4,Chile,6.84,457,3125.88,
2023-12-01,2023,12,December,4,Colombia,7.03,5310,37329.3,
2023-12-01,2023,12,December,4,Brasil,7.03,3291,23135.73,
2023-12-01,2023,12,December,4,Perú,7.03,5206,36598.18,
2023-12-01,2023,12,December,4,Ecuador,7.03,1546,10868.38,
2023-12-01,2023,12,December,4,Chile,7.03,826,5806.78,
2024-01-01,2024,1,January,1,Colombia,7.36,8991,66173.76,Tipo de cambio 2024
2024-01-01,2024,1,January,1,Brasil,7.36,915,6734.4,
2024-01-01,2024,1,January,1,Perú,7.36,1890,13910.4,
2024-01-01,2024,1,January,1,Ecuador,7.36,1805,13284.8,
2024-01-01,2024,1,January,1,Chile,7.36,1394,10259.84,
2024-02-01,2024,2,February,1,Colombia,7.62,2234,17023.08,
2024-02-01,2024,2,February,1,Brasil,7.62,7432,56631.84,
2024-02-01,2024,2,February,1,Perú,7.62,3052,23256.24,
2024-02-01,2024,2,February,1,Ecuador,7.62,879,6697.98,
2024-02-01,2024,2,February,1,Chile,7.62,482,3672.84,
2024-03-01,2024,3,March,1,Colombia,7.01,6185,43356.85,
2024-03-01,2024,3,March,1,Brasil,7.01,4917,34468.17,
2024-03-01,2024,3,March,1,Perú,7.01,328,2299.28,
2024-03-01,2024,3,March,1,Ecuador,7.01,838,5874.38,
2024-03-01,2024,3,March,1,Chile,7.01,1081,7577.81,
2024-04-01,2024,4,April,2,Colombia,7.55,6224,46991.2,
2024-04-01,2024,4,April,2,Brasil,7.55,1679,12676.45,
2024-04-01,2024,4,April,2,Perú,7.55,535,4039.25,
2024-04-01,2024,4,April,2,Ecuador,7.55,3822,28856.1,
2024-04-01,2024,4,April,2,Chile,7.55,1594,12034.7,
2024-05-01,2024,5,May,2,Colombia,6.91,4759,32884.69,
2024-05-01,2024,5,May,2,Brasil,6.91,4345,30023.95,
2024-05-01,2024,5,May,2,Perú,6.91,1645,11366.95,
2024-05-01,2024,5,May,2,Ecuador,6.91,2472,17081.52,
2024-05-01,2024,5,May,2,Chile,6.91,1756,12133.96,
2024-06-01,2024,6,June,2,Colombia,6.87,6365,43727.55,
2024-06-01,2024,6,June,2,Brasil,6.87,5566,38238.42,
2024-06-01,2024,6,June,2,Perú,6.87,2168,14894.16,
2024-06-01,2024,6,June,2,Ecuador,6.87,1539,10572.93,
2024-06-01,2024,6,June,2,Chile,6.87,163,1119.81,
2024-07-01,2024,7,July,3,Colombia,6.94,6776,47025.44,
2024-07-01,2024,7,July,3,Brasil,6.94,1601,11110.94,
2024-07-01,2024,7,July,3,Perú,6.94,5335,37024.9,
2024-07-01,2024,7,July,3,Ecuador,6.94,1789,12415.66,
2024-07-01,2024,7,July,3,Chile,6.94,955,6627.7,
2024-08-01,2024,8,August,3,Colombia,6.65,6260,41629.0,
2024-08-01,2024,8,August,3,Brasil,6.65,7005,46583.25,
2024-08-01,2024,8,August,3,Perú,6.65,587,3903.55,
2024-08-01,2024,8,August,3,Ecuador,6.65,1461,9715.65,
2024-08-01,2024,8,August,3,Chile,6.65,295,1961.75,
2024-09-01,2024,9,September,3,Colombia,6.93,3498,24241.14,
2024-09-01,2024,9,September,3,Brasil,6.93,10415,72175.95,
2024-09-01,2024,9,September,3,Perú,6.93,1492,10339.56,
2024-09-01,2024,9,September,3,Ecuador,6.93,366,2536.38,
2024-09-01,2024,9,September,3,Chile,6.93,19,131.67,
2024-10-01,2024,10,October,4,Colombia,7.04,7547,53130.88,
2024-10-01,2024,10,October,4,Brasil,7.04,4979,35052.16,
2024-10-01,2024,10,October,4,Perú,7.04,715,5033.6,
2024-10-01,2024,10,October,4,Ecuador,7.04,976,6871.04,
2024-10-01,2024,10,October,4,Chile,7.04,1601,11271.04,
2024-11-01,2024,11,November,4,Colombia,7.23,4264,30828.72,
2024-11-01,2024,11,November,4,Brasil,7.23,9003,65091.69,
2024-11-01,2024,11,November,4,Perú,7.23,2366,17106.18,
